fens,moves,score
2r1r1k1/5p2/5p1p/2Q5/P2PN3/3P1PBP/1P2B3/5RK1 b - - 10 32,g8g7,-1
2r1r3/5pk1/5p1p/2Q5/P2PN3/3P1PBP/1P2B3/5RK1 w - - 11 33,c5b5,1
2r1r3/5pk1/5p1p/1Q6/P2PN3/3P1PBP/1P2B3/5RK1 b - - 12 33,c8b8,-1
1r2r3/5pk1/5p1p/1Q6/P2PN3/3P1PBP/1P2B3/5RK1 w - - 13 34,b5f5,1
1r2r3/5pk1/5p1p/5Q2/P2PN3/3P1PBP/1P2B3/5RK1 b - - 14 34,b8c8,-1
2r1r3/5pk1/5p1p/5Q2/P2PN3/3P1PBP/1P2B3/5RK1 w - - 15 35,f5f4,1
2r1r3/5pk1/5p1p/8/P2PNQ2/3P1PBP/1P2B3/5RK1 b - - 16 35,c8b8,-1
1r2r3/5pk1/5p1p/8/P2PNQ2/3P1PBP/1P2B3/5RK1 w - - 17 36,e4d6,1
1r2r3/5pk1/3N1p1p/8/P2P1Q2/3P1PBP/1P2B3/5RK1 b - - 18 36,e8d8,-1
1r1r4/5pk1/3N1p1p/8/P2P1Q2/3P1PBP/1P2B3/5RK1 w - - 19 37,d6f5,1
1r1r4/5pk1/5p1p/5N2/P2P1Q2/3P1PBP/1P2B3/5RK1 b - - 20 37,g7h8,-1
1r1r3k/5p2/5p1p/5N2/P2P1Q2/3P1PBP/1P2B3/5RK1 w - - 21 38,h3h4,1
1r1r3k/5p2/5p1p/5N2/P2P1Q1P/3P1PB1/1P2B3/5RK1 b - - 0 38,b8b6,-1
3r3k/5p2/1r3p1p/5N2/P2P1Q1P/3P1PB1/1P2B3/5RK1 w - - 1 39,f5h6,1
3r3k/5p2/1r3p1N/8/P2P1Q1P/3P1PB1/1P2B3/5RK1 b - - 0 39,b6a6,-1
3r3k/5p2/r4p1N/8/P2P1Q1P/3P1PB1/1P2B3/5RK1 w - - 1 40,h6f5,1
3r3k/5p2/r4p2/5N2/P2P1Q1P/3P1PB1/1P2B3/5RK1 b - - 2 40,a6a5,-1
3r3k/5p2/5p2/r4N2/P2P1Q1P/3P1PB1/1P2B3/5RK1 w - - 3 41,f1e1,1
3r3k/5p2/5p2/r4N2/P2P1Q1P/3P1PB1/1P2B3/4R1K1 b - - 4 41,a5a4,-1
3r3k/5p2/5p2/5N2/r2P1Q1P/3P1PB1/1P2B3/4R1K1 w - - 0 42,f5h6,1
3r3k/5p2/5p1N/8/r2P1Q1P/3P1PB1/1P2B3/4R1K1 b - - 1 42,a4a3,-1
3r3k/5p2/5p1N/8/3P1Q1P/r2P1PB1/1P2B3/4R1K1 w - - 2 43,b2a3,1
3r3k/5p2/5p1N/8/3P1Q1P/P2P1PB1/4B3/4R1K1 b - - 0 43,d8e8,-1
4r2k/5p2/5p1N/8/3P1Q1P/P2P1PB1/4B3/4R1K1 w - - 1 44,h6g4,1
4r2k/5p2/5p2/8/3P1QNP/P2P1PB1/4B3/4R1K1 b - - 2 44,h8g8,-1
4r1k1/5p2/5p2/8/3P1QNP/P2P1PB1/4B3/4R1K1 w - - 3 45,f4f6,1
4r1k1/5p2/5Q2/8/3P2NP/P2P1PB1/4B3/4R1K1 b - - 0 45,e8e2,-1
6k1/5p2/5Q2/8/3P2NP/P2P1PB1/4r3/4R1K1 w - - 0 46,e1f1,1
6k1/5p2/5Q2/8/3P2NP/P2P1PB1/4r3/5RK1 b - - 1 46,e2d2,-1
6k1/5p2/5Q2/8/3P2NP/P2P1PB1/3r4/5RK1 w - - 2 47,h4h5,1
6k1/5p2/5Q2/7P/3P2N1/P2P1PB1/3r4/5RK1 b - - 0 47,d2c2,-1
6k1/5p2/5Q2/7P/3P2N1/P2P1PB1/2r5/5RK1 w - - 1 48,h5h6,1
6k1/5p2/5Q1P/8/3P2N1/P2P1PB1/2r5/5RK1 b - - 0 48,c2b2,-1
6k1/5p2/5Q1P/8/3P2N1/P2P1PB1/1r6/5RK1 w - - 1 49,h6h7,1
6k1/5p1P/5Q2/8/3P2N1/P2P1PB1/1r6/5RK1 b - - 0 49,g8f8,-1
5k2/5p1P/5Q2/8/3P2N1/P2P1PB1/1r6/5RK1 w - - 1 50,f6f7,1
5k2/5Q1P/8/8/3P2N1/P2P1PB1/1r6/5RK1 b - - 0 50,f8f7,-1
8/5k1P/8/8/3P2N1/P2P1PB1/1r6/5RK1 w - - 0 51,f1c1,1
8/5k1P/8/8/3P2N1/P2P1PB1/1r6/2R3K1 b - - 1 51,f7e6,-1
8/7P/4k3/8/3P2N1/P2P1PB1/1r6/2R3K1 w - - 2 52,d4d5,1
8/7P/4k3/3P4/6N1/P2P1PB1/1r6/2R3K1 b - - 0 52,e6e7,-1
8/4k2P/8/3P4/6N1/P2P1PB1/1r6/2R3K1 w - - 1 53,g1f1,1
8/4k2P/8/3P4/6N1/P2P1PB1/1r6/2R2K2 b - - 2 53,b2a2,-1
8/4k2P/8/3P4/6N1/P2P1PB1/r7/2R2K2 w - - 3 54,c1a1,1
8/4k2P/8/3P4/6N1/P2P1PB1/r7/R4K2 b - - 4 54,a2a1,-1
8/4k2P/8/3P4/6N1/P2P1PB1/8/r4K2 w - - 0 55,f1f2,1
8/4k2P/8/3P4/6N1/P2P1PB1/5K2/r7 b - - 1 55,a1b1,-1
8/4k2P/8/3P4/6N1/P2P1PB1/5K2/1r6 w - - 2 56,g3f4,1
8/4k2P/8/3P4/5BN1/P2P1P2/5K2/1r6 b - - 3 56,b1c1,-1
8/4k2P/8/3P4/5BN1/P2P1P2/5K2/2r5 w - - 4 57,f4c7,1
8/2B1k2P/8/3P4/6N1/P2P1P2/5K2/2r5 b - - 5 57,c1d1,-1
8/2B1k2P/8/3P4/6N1/P2P1P2/5K2/3r4 w - - 6 58,g4f6,1
8/2B1k2P/5N2/3P4/8/P2P1P2/5K2/3r4 b - - 7 58,d1d2,-1
8/2B1k2P/5N2/3P4/8/P2P1P2/3r1K2/8 w - - 8 59,f2e3,1
8/2B1k2P/5N2/3P4/8/P2PKP2/3r4/8 b - - 9 59,d2e2,-1
8/2B1k2P/5N2/3P4/8/P2PKP2/4r3/8 w - - 10 60,e3e2,1
8/2B1k2P/5N2/3P4/8/P2P1P2/4K3/8 b - - 0 60,e7f7,-1
8/2B2k1P/5N2/3P4/8/P2P1P2/4K3/8 w - - 1 61,f6d7,1
8/2BN1k1P/8/3P4/8/P2P1P2/4K3/8 b - - 2 61,f7e7,-1
8/2BNk2P/8/3P4/8/P2P1P2/4K3/8 w - - 3 62,e2e3,1
8/2BNk2P/8/3P4/8/P2PKP2/8/8 b - - 4 62,e7f7,-1
8/2BN1k1P/8/3P4/8/P2PKP2/8/8 w - - 5 63,c7g3,1
8/3N1k1P/8/3P4/8/P2PKPB1/8/8 b - - 6 63,f7e7,-1
8/3Nk2P/8/3P4/8/P2PKPB1/8/8 w - - 7 64,d7b8,1
1N6/4k2P/8/3P4/8/P2PKPB1/8/8 b - - 8 64,e7f7,-1
1N6/5k1P/8/3P4/8/P2PKPB1/8/8 w - - 9 65,g3e5,1
1N6/5k1P/8/3PB3/8/P2PKP2/8/8 b - - 10 65,f7e7,-1
1N6/4k2P/8/3PB3/8/P2PKP2/8/8 w - - 11 66,b8d7,1
8/3Nk2P/8/3PB3/8/P2PKP2/8/8 b - - 12 66,e7f7,-1
8/3N1k1P/8/3PB3/8/P2PKP2/8/8 w - - 13 67,e3f2,1
8/3N1k1P/8/3PB3/8/P2P1P2/5K2/8 b - - 14 67,f7e7,-1
8/3Nk2P/8/3PB3/8/P2P1P2/5K2/8 w - - 15 68,d7b6,1
8/4k2P/1N6/3PB3/8/P2P1P2/5K2/8 b - - 16 68,e7f7,-1
8/5k1P/1N6/3PB3/8/P2P1P2/5K2/8 w - - 17 69,e5g3,1
8/5k1P/1N6/3P4/8/P2P1PB1/5K2/8 b - - 18 69,f7e7,-1
8/4k2P/1N6/3P4/8/P2P1PB1/5K2/8 w - - 19 70,f2g1,1
8/4k2P/1N6/3P4/8/P2P1PB1/8/6K1 b - - 20 70,e7f7,-1
8/5k1P/1N6/3P4/8/P2P1PB1/8/6K1 w - - 21 71,g1h1,1
8/5k1P/1N6/3P4/8/P2P1PB1/8/7K b - - 22 71,f7f6,-1
8/7P/1N3k2/3P4/8/P2P1PB1/8/7K w - - 23 72,d3d4,1
8/7P/1N3k2/3P4/3P4/P4PB1/8/7K b - - 0 72,f6f7,-1
8/5k1P/1N6/3P4/3P4/P4PB1/8/7K w - - 1 73,d5d6,1
8/5k1P/1N1P4/8/3P4/P4PB1/8/7K b - - 0 73,f7e6,-1
8/7P/1N1Pk3/8/3P4/P4PB1/8/7K w - - 1 74,b6d7,1
8/3N3P/3Pk3/8/3P4/P4PB1/8/7K b - - 2 74,e6d5,-1
8/3N3P/3P4/3k4/3P4/P4PB1/8/7K w - - 3 75,d7e5,1
8/7P/3P4/3kN3/3P4/P4PB1/8/7K b - - 4 75,d5d4,-1
8/7P/3P4/4N3/3k4/P4PB1/8/7K w - - 0 76,g3h2,1
8/7P/3P4/4N3/3k4/P4P2/7B/7K b - - 1 76,d4c5,-1
8/7P/3P4/2k1N3/8/P4P2/7B/7K w - - 2 77,h7h8b,1
7B/8/3P4/2k1N3/8/P4P2/7B/7K b - - 0 77,c5d5,-1
7B/8/3P4/3kN3/8/P4P2/7B/7K w - - 1 78,d6d7,1
7B/3P4/8/3kN3/8/P4P2/7B/7K b - - 0 78,d5c5,-1
7B/3P4/8/2k1N3/8/P4P2/7B/7K w - - 1 79,e5g4,1
7B/3P4/8/2k5/6N1/P4P2/7B/7K b - - 2 79,c5d5,-1
7B/3P4/8/3k4/6N1/P4P2/7B/7K w - - 3 80,h8c3,1
8/3P4/8/3k4/6N1/P1B2P2/7B/7K b - - 4 80,d5c5,-1
8/3P4/8/2k5/6N1/P1B2P2/7B/7K w - - 5 81,d7d8b,1
3B4/8/8/2k5/6N1/P1B2P2/7B/7K b - - 0 81,c5d5,-1
3B4/8/8/3k4/6N1/P1B2P2/7B/7K w - - 1 82,g4e5,1
3B4/8/8/3kN3/8/P1B2P2/7B/7K b - - 2 82,d5c5,-1
3B4/8/8/2k1N3/8/P1B2P2/7B/7K w - - 3 83,c3a5,1
3B4/8/8/B1k1N3/8/P4P2/7B/7K b - - 4 83,c5d5,-1
3B4/8/8/B2kN3/8/P4P2/7B/7K w - - 5 84,e5f7,1
3B4/5N2/8/B2k4/8/P4P2/7B/7K b - - 6 84,d5c5,-1
3B4/5N2/8/B1k5/8/P4P2/7B/7K w - - 7 85,h2d6,1
3B4/5N2/3B4/B1k5/8/P4P2/8/7K b - - 8 85,c5d5,-1
3B4/5N2/3B4/B2k4/8/P4P2/8/7K w - - 9 86,d8f6,1
8/5N2/3B1B2/B2k4/8/P4P2/8/7K b - - 10 86,d5c4,-1
8/5N2/3B1B2/B7/2k5/P4P2/8/7K w - - 11 87,f3f4,1
8/5N2/3B1B2/B7/2k2P2/P7/8/7K b - - 0 87,c4b5,-1
8/5N2/3B1B2/Bk6/5P2/P7/8/7K w - - 1 88,d6e5,1
8/5N2/5B2/Bk2B3/5P2/P7/8/7K b - - 2 88,b5c5,-1
8/5N2/5B2/B1k1B3/5P2/P7/8/7K w - - 3 89,a5c3,1
8/5N2/5B2/2k1B3/5P2/P1B5/8/7K b - - 4 89,c5d5,-1
8/5N2/5B2/3kB3/5P2/P1B5/8/7K w - - 5 90,c3d4,1
8/5N2/5B2/3kB3/3B1P2/P7/8/7K b - - 6 90,d5c4,-1
8/5N2/5B2/4B3/2kB1P2/P7/8/7K w - - 7 91,f7h6,1
8/8/5B1N/4B3/2kB1P2/P7/8/7K b - - 8 91,c4b5,-1
8/8/5B1N/1k2B3/3B1P2/P7/8/7K w - - 9 92,d4c3,1
8/8/5B1N/1k2B3/5P2/P1B5/8/7K b - - 10 92,b5c5,-1
8/8/5B1N/2k1B3/5P2/P1B5/8/7K w - - 11 93,h1g2,1
8/8/5B1N/2k1B3/5P2/P1B5/6K1/8 b - - 12 93,c5d5,-1
8/8/5B1N/3kB3/5P2/P1B5/6K1/8 w - - 13 94,g2h3,1
8/8/5B1N/3kB3/5P2/P1B4K/8/8 b - - 14 94,d5c5,-1
8/8/5B1N/2k1B3/5P2/P1B4K/8/8 w - - 15 95,h3g2,1
8/8/5B1N/2k1B3/5P2/P1B5/6K1/8 b - - 16 95,c5d5,-1
8/8/5B1N/3kB3/5P2/P1B5/6K1/8 w - - 17 96,g2h3,1
8/8/5B1N/3kB3/5P2/P1B4K/8/8 b - - 18 96,d5c5,-1
8/8/5B1N/2k1B3/5P2/P1B4K/8/8 w - - 19 97,e5b8,1
1B6/8/5B1N/2k5/5P2/P1B4K/8/8 b - - 20 97,c5d5,-1
1B6/8/5B1N/3k4/5P2/P1B4K/8/8 w - - 21 98,h3h4,1
1B6/8/5B1N/3k4/5P1K/P1B5/8/8 b - - 22 98,d5c5,-1
1B6/8/5B1N/2k5/5P1K/P1B5/8/8 w - - 23 99,h4h5,1
1B6/8/5B1N/2k4K/5P2/P1B5/8/8 b - - 24 99,c5d5,-1
1B6/8/5B1N/3k3K/5P2/P1B5/8/8 w - - 25 100,b8e5,1
8/8/5B1N/3kB2K/5P2/P1B5/8/8 b - - 26 100,d5c5,-1
8/8/5B1N/2k1B2K/5P2/P1B5/8/8 w - - 27 101,h6g4,1
8/8/5B2/2k1B2K/5PN1/P1B5/8/8 b - - 28 101,c5d5,-1
8/8/5B2/3kB2K/5PN1/P1B5/8/8 w - - 29 102,g4h6,1
8/8/5B1N/3kB2K/5P2/P1B5/8/8 b - - 30 102,d5c5,-1
8/8/5B1N/2k1B2K/5P2/P1B5/8/8 w - - 31 103,c3b4,1
8/8/5B1N/2k1B2K/1B3P2/P7/8/8 b - - 32 103,c5d5,-1
8/8/5B1N/3kB2K/1B3P2/P7/8/8 w - - 33 104,a3a4,1
8/8/5B1N/3kB2K/PB3P2/8/8/8 b - - 0 104,d5c4,-1
8/8/5B1N/4B2K/PBk2P2/8/8/8 w - - 1 105,b4e7,1
8/4B3/5B1N/4B2K/P1k2P2/8/8/8 b - - 2 105,c4d3,-1
8/4B3/5B1N/4B2K/P4P2/3k4/8/8 w - - 3 106,h6g4,1
8/4B3/5B2/4B2K/P4PN1/3k4/8/8 b - - 4 106,d3c2,-1
8/4B3/5B2/4B2K/P4PN1/8/2k5/8 w - - 5 107,g4h6,1
8/4B3/5B1N/4B2K/P4P2/8/2k5/8 b - - 6 107,c2d3,-1
8/4B3/5B1N/4B2K/P4P2/3k4/8/8 w - - 7 108,h6f5,1
8/4B3/5B2/4BN1K/P4P2/3k4/8/8 b - - 8 108,d3c2,-1
8/4B3/5B2/4BN1K/P4P2/8/2k5/8 w - - 9 109,e5d6,1
8/4B3/3B1B2/5N1K/P4P2/8/2k5/8 b - - 10 109,c2d3,-1
8/4B3/3B1B2/5N1K/P4P2/3k4/8/8 w - - 11 110,f5h6,1
8/4B3/3B1B1N/7K/P4P2/3k4/8/8 b - - 12 110,d3c2,-1
8/4B3/3B1B1N/7K/P4P2/8/2k5/8 w - - 13 111,d6b4,1
8/4B3/5B1N/7K/PB3P2/8/2k5/8 b - - 14 111,c2d3,-1
8/4B3/5B1N/7K/PB3P2/3k4/8/8 w - - 15 112,h6f5,1
8/4B3/5B2/5N1K/PB3P2/3k4/8/8 b - - 16 112,d3c2,-1
8/4B3/5B2/5N1K/PB3P2/8/2k5/8 w - - 17 113,e7f8,1
5B2/8/5B2/5N1K/PB3P2/8/2k5/8 b - - 18 113,c2d3,-1
5B2/8/5B2/5N1K/PB3P2/3k4/8/8 w - - 19 114,b4d2,1
5B2/8/5B2/5N1K/P4P2/3k4/3B4/8 b - - 20 114,d3c2,-1
5B2/8/5B2/5N1K/P4P2/8/2kB4/8 w - - 21 115,h5h6,1
5B2/8/5B1K/5N2/P4P2/8/2kB4/8 b - - 22 115,c2d3,-1
5B2/8/5B1K/5N2/P4P2/3k4/3B4/8 w - - 23 116,h6h5,1
5B2/8/5B2/5N1K/P4P2/3k4/3B4/8 b - - 24 116,d3c2,-1
5B2/8/5B2/5N1K/P4P2/8/2kB4/8 w - - 25 117,h5h6,1
5B2/8/5B1K/5N2/P4P2/8/2kB4/8 b - - 26 117,c2d3,-1
5B2/8/5B1K/5N2/P4P2/3k4/3B4/8 w - - 27 118,h6g6,1
5B2/8/5BK1/5N2/P4P2/3k4/3B4/8 b - - 28 118,d3c2,-1
5B2/8/5BK1/5N2/P4P2/8/2kB4/8 w - - 29 119,g6h6,1
5B2/8/5B1K/5N2/P4P2/8/2kB4/8 b - - 30 119,c2d3,-1
5B2/8/5B1K/5N2/P4P2/3k4/3B4/8 w - - 31 120,f6b2,1
5B2/8/7K/5N2/P4P2/3k4/1B1B4/8 b - - 32 120,d3c2,-1
5B2/8/7K/5N2/P4P2/8/1BkB4/8 w - - 33 121,f8d6,1
8/8/3B3K/5N2/P4P2/8/1BkB4/8 b - - 34 121,c2b2,-1
8/8/3B3K/5N2/P4P2/8/1k1B4/8 w - - 0 122,d6e7,1
8/4B3/7K/5N2/P4P2/8/1k1B4/8 b - - 1 122,b2a2,-1
8/4B3/7K/5N2/P4P2/8/k2B4/8 w - - 2 123,e7h4,1
8/8/7K/5N2/P4P1B/8/k2B4/8 b - - 3 123,a2a1,-1
8/8/7K/5N2/P4P1B/8/3B4/k7 w - - 4 124,h6h7,1
8/7K/8/5N2/P4P1B/8/3B4/k7 b - - 5 124,a1a2,-1
8/7K/8/5N2/P4P1B/8/k2B4/8 w - - 6 125,h4g5,1
8/7K/8/5NB1/P4P2/8/k2B4/8 b - - 7 125,a2a1,-1
8/7K/8/5NB1/P4P2/8/3B4/k7 w - - 8 126,g5h6,1
8/7K/7B/5N2/P4P2/8/3B4/k7 b - - 9 126,a1a2,-1
8/7K/7B/5N2/P4P2/8/k2B4/8 w - - 10 127,f5e7,1
8/4N2K/7B/8/P4P2/8/k2B4/8 b - - 11 127,a2a1,-1
8/4N2K/7B/8/P4P2/8/3B4/k7 w - - 12 128,h6f8,1
5B2/4N2K/8/8/P4P2/8/3B4/k7 b - - 13 128,a1a2,-1
5B2/4N2K/8/8/P4P2/8/k2B4/8 w - - 14 129,e7d5,1
5B2/7K/8/3N4/P4P2/8/k2B4/8 b - - 15 129,a2a1,-1
5B2/7K/8/3N4/P4P2/8/3B4/k7 w - - 16 130,d5c7,1
5B2/2N4K/8/8/P4P2/8/3B4/k7 b - - 17 130,a1a2,-1
5B2/2N4K/8/8/P4P2/8/k2B4/8 w - - 18 131,c7e6,1
5B2/7K/4N3/8/P4P2/8/k2B4/8 b - - 19 131,a2a1,-1
5B2/7K/4N3/8/P4P2/8/3B4/k7 w - - 20 132,a4a5,1
5B2/7K/4N3/P7/5P2/8/3B4/k7 b - - 0 132,a1a2,-1
5B2/7K/4N3/P7/5P2/8/k2B4/8 w - - 1 133,e6c5,1
5B2/7K/8/P1N5/5P2/8/k2B4/8 b - - 2 133,a2a1,-1
5B2/7K/8/P1N5/5P2/8/3B4/k7 w - - 3 134,h7g6,1
5B2/8/6K1/P1N5/5P2/8/3B4/k7 b - - 4 134,a1a2,-1
5B2/8/6K1/P1N5/5P2/8/k2B4/8 w - - 5 135,g6g7,1
5B2/6K1/8/P1N5/5P2/8/k2B4/8 b - - 6 135,a2a1,-1
5B2/6K1/8/P1N5/5P2/8/3B4/k7 w - - 7 136,f8e7,1
8/4B1K1/8/P1N5/5P2/8/3B4/k7 b - - 8 136,a1a2,-1
8/4B1K1/8/P1N5/5P2/8/k2B4/8 w - - 9 137,d2b4,1
8/4B1K1/8/P1N5/1B3P2/8/k7/8 b - - 10 137,a2b2,-1
8/4B1K1/8/P1N5/1B3P2/8/1k6/8 w - - 11 138,g7h7,1
8/4B2K/8/P1N5/1B3P2/8/1k6/8 b - - 12 138,b2a2,-1
8/4B2K/8/P1N5/1B3P2/8/k7/8 w - - 13 139,b4c3,1
8/4B2K/8/P1N5/5P2/2B5/k7/8 b - - 14 139,a2b1,-1
8/4B2K/8/P1N5/5P2/2B5/8/1k6 w - - 15 140,c3d2,1
8/4B2K/8/P1N5/5P2/8/3B4/1k6 b - - 16 140,b1a1,-1
8/4B2K/8/P1N5/5P2/8/3B4/k7 w - - 17 141,c5b3,1
8/4B2K/8/P7/5P2/1N6/3B4/k7 b - - 18 141,a1a2,-1
8/4B2K/8/P7/5P2/1N6/k2B4/8 w - - 19 142,h7h8,1
7K/4B3/8/P7/5P2/1N6/k2B4/8 b - - 20 142,a2b1,-1
7K/4B3/8/P7/5P2/1N6/3B4/1k6 w - - 21 143,b3c1,1
7K/4B3/8/P7/5P2/8/3B4/1kN5 b - - 22 143,b1a1,-1
7K/4B3/8/P7/5P2/8/3B4/k1N5 w - - 23 144,e7a3,1
7K/8/8/P7/5P2/B7/3B4/k1N5 b - - 24 144,a1b1,-1
7K/8/8/P7/5P2/B7/3B4/1kN5 w - - 25 145,a5a6,1
7K/8/P7/8/5P2/B7/3B4/1kN5 b - - 0 145,b1a1,-1
7K/8/P7/8/5P2/B7/3B4/k1N5 w - - 1 146,c1d3,1
7K/8/P7/8/5P2/B2N4/3B4/k7 b - - 2 146,a1a2,-1
7K/8/P7/8/5P2/B2N4/k2B4/8 w - - 3 147,f4f5,1
7K/8/P7/5P2/8/B2N4/k2B4/8 b - - 0 147,a2a1,-1
7K/8/P7/5P2/8/B2N4/3B4/k7 w - - 1 148,d3c1,1
7K/8/P7/5P2/8/B7/3B4/k1N5 b - - 2 148,a1b1,-1
7K/8/P7/5P2/8/B7/3B4/1kN5 w - - 3 149,d2g5,1
7K/8/P7/5PB1/8/B7/8/1kN5 b - - 4 149,b1a1,-1
7K/8/P7/5PB1/8/B7/8/k1N5 w - - 5 150,f5f6,1
7K/8/P4P2/6B1/8/B7/8/k1N5 b - - 0 150,a1b1,-1
7K/8/P4P2/6B1/8/B7/8/1kN5 w - - 1 151,h8h7,1
8/7K/P4P2/6B1/8/B7/8/1kN5 b - - 2 151,b1a1,-1
8/7K/P4P2/6B1/8/B7/8/k1N5 w - - 3 152,g5h6,1
8/7K/P4P1B/8/8/B7/8/k1N5 b - - 4 152,a1b1,-1
8/7K/P4P1B/8/8/B7/8/1kN5 w - - 5 153,h7g8,1
6K1/8/P4P1B/8/8/B7/8/1kN5 b - - 6 153,b1a1,-1
6K1/8/P4P1B/8/8/B7/8/k1N5 w - - 7 154,a3e7,1
6K1/4B3/P4P1B/8/8/8/8/k1N5 b - - 8 154,a1b1,-1
6K1/4B3/P4P1B/8/8/8/8/1kN5 w - - 9 155,f6f7,1
6K1/4BP2/P6B/8/8/8/8/1kN5 b - - 0 155,b1a1,-1
6K1/4BP2/P6B/8/8/8/8/k1N5 w - - 1 156,c1e2,1
6K1/4BP2/P6B/8/8/8/4N3/k7 b - - 2 156,a1a2,-1
6K1/4BP2/P6B/8/8/8/k3N3/8 w - - 3 157,e7a3,1
6K1/5P2/P6B/8/8/B7/k3N3/8 b - - 4 157,a2a1,-1
6K1/5P2/P6B/8/8/B7/4N3/k7 w - - 5 158,g8g7,1
8/5PK1/P6B/8/8/B7/4N3/k7 b - - 6 158,a1a2,-1
8/5PK1/P6B/8/8/B7/k3N3/8 w - - 7 159,a3d6,1
8/5PK1/P2B3B/8/8/8/k3N3/8 b - - 8 159,a2a1,-1
8/5PK1/P2B3B/8/8/8/4N3/k7 w - - 9 160,h6f4,1
8/5PK1/P2B4/8/5B2/8/4N3/k7 b - - 10 160,a1a2,-1
8/5PK1/P2B4/8/5B2/8/k3N3/8 w - - 11 161,f4d2,1
8/5PK1/P2B4/8/8/8/k2BN3/8 b - - 12 161,a2a1,-1
8/5PK1/P2B4/8/8/8/3BN3/k7 w - - 13 162,g7h7,1
8/5P1K/P2B4/8/8/8/3BN3/k7 b - - 14 162,a1a2,-1
8/5P1K/P2B4/8/8/8/k2BN3/8 w - - 15 163,e2f4,1
8/5P1K/P2B4/8/5N2/8/k2B4/8 b - - 16 163,a2a1,-1
8/5P1K/P2B4/8/5N2/8/3B4/k7 w - - 17 164,f7f8b,1
5B2/7K/P2B4/8/5N2/8/3B4/k7 b - - 0 164,a1a2,-1
5B2/7K/P2B4/8/5N2/8/k2B4/8 w - - 1 165,f4d3,1
5B2/7K/P2B4/8/8/3N4/k2B4/8 b - - 2 165,a2a1,-1
5B2/7K/P2B4/8/8/3N4/3B4/k7 w - - 3 166,d6b8,1
1B3B2/7K/P7/8/8/3N4/3B4/k7 b - - 4 166,a1a2,-1
1B3B2/7K/P7/8/8/3N4/k2B4/8 w - - 5 167,f8e7,1
1B6/4B2K/P7/8/8/3N4/k2B4/8 b - - 6 167,a2a1,-1
1B6/4B2K/P7/8/8/3N4/3B4/k7 w - - 7 168,h7g7,1
1B6/4B1K1/P7/8/8/3N4/3B4/k7 b - - 8 168,a1a2,-1
1B6/4B1K1/P7/8/8/3N4/k2B4/8 w - - 9 169,d3c5,1
1B6/4B1K1/P7/2N5/8/8/k2B4/8 b - - 10 169,a2a1,-1
1B6/4B1K1/P7/2N5/8/8/3B4/k7 w - - 11 170,c5e6,1
1B6/4B1K1/P3N3/8/8/8/3B4/k7 b - - 12 170,a1a2,-1
1B6/4B1K1/P3N3/8/8/8/k2B4/8 w - - 13 171,d2a5,1
1B6/4B1K1/P3N3/B7/8/8/k7/8 b - - 14 171,a2a1,-1
1B6/4B1K1/P3N3/B7/8/8/8/k7 w - - 15 172,e6c7,1
1B6/2N1B1K1/P7/B7/8/8/8/k7 b - - 16 172,a1a2,-1
1B6/2N1B1K1/P7/B7/8/8/k7/8 w - - 17 173,c7e8,1
1B2N3/4B1K1/P7/B7/8/8/k7/8 b - - 18 173,a2a1,-1
1B2N3/4B1K1/P7/B7/8/8/8/k7 w - - 19 174,g7h7,1
1B2N3/4B2K/P7/B7/8/8/8/k7 b - - 20 174,a1a2,-1
1B2N3/4B2K/P7/B7/8/8/k7/8 w - - 21 175,a5b6,1
1B2N3/4B2K/PB6/8/8/8/k7/8 b - - 22 175,a2a1,-1
1B2N3/4B2K/PB6/8/8/8/8/k7 w - - 23 176,e7d8,1
1B1BN3/7K/PB6/8/8/8/8/k7 b - - 24 176,a1a2,-1
1B1BN3/7K/PB6/8/8/8/k7/8 w - - 25 177,d8f6,1
1B2N3/7K/PB3B2/8/8/8/k7/8 b - - 26 177,a2b1,-1
1B2N3/7K/PB3B2/8/8/8/8/1k6 w - - 27 178,f6g5,1
1B2N3/7K/PB6/6B1/8/8/8/1k6 b - - 28 178,b1a1,-1
1B2N3/7K/PB6/6B1/8/8/8/k7 w - - 29 179,b6a5,1
1B2N3/7K/P7/B5B1/8/8/8/k7 b - - 30 179,a1a2,-1
1B2N3/7K/P7/B5B1/8/8/k7/8 w - - 31 180,b8h2,1
4N3/7K/P7/B5B1/8/8/k6B/8 b - - 32 180,a2a1,-1
4N3/7K/P7/B5B1/8/8/7B/k7 w - - 33 181,h2f4,1
4N3/7K/P7/B5B1/5B2/8/8/k7 b - - 34 181,a1a2,-1
4N3/7K/P7/B5B1/5B2/8/k7/8 w - - 35 182,a5b4,1
4N3/7K/P7/6B1/1B3B2/8/k7/8 b - - 36 182,a2a1,-1
4N3/7K/P7/6B1/1B3B2/8/8/k7 w - - 37 183,b4a5,1
4N3/7K/P7/B5B1/5B2/8/8/k7 b - - 38 183,a1a2,-1
4N3/7K/P7/B5B1/5B2/8/k7/8 w - - 39 184,a5b4,1
4N3/7K/P7/6B1/1B3B2/8/k7/8 b - - 40 184,a2a1,-1
4N3/7K/P7/6B1/1B3B2/8/8/k7 w - - 41 185,b4a5,1
4N3/7K/P7/B5B1/5B2/8/8/k7 b - - 42 185,a1a2,-1
4N3/7K/P7/B5B1/5B2/8/k7/8 w - - 43 186,f4d2,1
